"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17434-14552","SG","DeAndre","","Liggins","7.919047764369419","21","3500","CLE@DET","CLE","DET","","","",""
"17434-14554","SG","E'Twaun","","Moore","17.43214307512556","28","3500","DAL@NO","NO","DAL","","","",""
"17434-42202","PF","Christian","","Wood","2.4000000953674316","1","3500","CHA@BKN","CHA","BKN","","","",""
"17434-23772","PG","Yogi","","Ferrell","8.79000015258789","10","3500","CHA@BKN","BKN","CHA","","","",""
"17434-9951","SG","Gerald","","Henderson","15.950000217982701","28","3500","PHI@SAC","PHI","SAC","","","",""
"17434-15585","SG","Michael","","Gbinije","1.3428570883614677","7","3500","CLE@DET","DET","CLE","","","",""
"17434-58081","PG","Tyus","","Jones","9.461111280653212","18","3500","ATL@MIN","MIN","ATL","","","",""
"17434-9955","SG","Marcus","","Thornton","11.92142813546317","28","3500","MIL@WAS","WAS","MIL","","","",""
"17434-15587","SF","Ryan","","Kelly","4.099999904632568","8","3500","ATL@MIN","ATL","MIN","","","",""
"17434-23780","PF","Jake","","Layman","4.355555640326606","18","3500","TOR@POR","POR","TOR","","","",""
"17434-15591","C","Miles","","Plumlee","6.4238092331659224","21","3500","MIL@WAS","MIL","WAS","","","",""
"17434-23273","C","A.J.","","Hammons","3.8666666666666667","15","3500","DAL@NO","DAL","NO","","","",""
"17434-23282","SF","Sam","","Dekker","14.190322383757561","31","3500","PHO@HOU","HOU","PHO","","","",""
"17434-9459","SF","Paul","","Pierce","5.44000015258789","10","3500","DEN@LAC","LAC","DEN","","","",""
"17434-23802","PG","Kris","","Dunn","11.982758620689655","29","3500","ATL@MIN","MIN","ATL","","","",""
"17434-23294","SF","Danuel","","House","1.2000000476837158","1","3500","MIL@WAS","WAS","MIL","O","Wrist","",""
"17434-15631","SG","Hollis","","Thompson","11.385713849748884","28","3500","PHI@SAC","PHI","SAC","","","",""
"17434-23823","PF","Willie","","Cauley-Stein","9.234615619365986","26","3500","PHI@SAC","SAC","PHI","","","",""
"17434-23824","PG","Archie","","Goodwin","6.166666666666667","3","3500","DAL@NO","NO","DAL","","","",""
"17434-55058","SF","Bruno","","Caboclo","3.1","5","3500","TOR@POR","TOR","POR","","","",""
"17434-55063","C","Edy","","Tavares","3.200000047683716","1","3500","ATL@MIN","ATL","MIN","","","",""
"17434-9496","PG","Jason","","Terry","7.095652041227921","23","3500","MIL@WAS","MIL","WAS","","","",""
"17434-9506","SG","J.R.","","Smith","15.666666666666666","21","3500","CLE@DET","CLE","DET","O","Thumb","",""
"17434-9507","SG","Arron","","Afflalo","11.700000469501202","26","3500","PHI@SAC","SAC","PHI","","","",""
"17434-58661","SG","Rashad","","Vaughn","7.142857142857143","14","3500","MIL@WAS","MIL","WAS","GTD","Ankle","",""
"17434-9513","C","Chris","","Andersen","7.641666412353516","12","3500","CLE@DET","CLE","DET","O","Knee","",""
"17434-71467","PG","Malcolm","","Delaney","11.043332926432292","30","3500","ATL@MIN","ATL","MIN","","","",""
"17434-71469","SG","Nicolas","","Brussino","4.527272657914595","22","3500","DAL@NO","DAL","NO","","","",""
"17434-71468","PG","Jonathan","","Gibson","10.399999618530273","16","3500","DAL@NO","DAL","NO","","","",""
"17434-16188","SF","Anthony","","Brown","9.022221883138021","9","3500","DAL@NO","NO","DAL","","","",""
"17434-9534","PG","Aaron","","Brooks","10.167857578822545","28","3500","IND@CHI","IND","CHI","","","",""
"17434-17218","PF","Andrew","","Nicholson","5.614285786946614","21","3500","MIL@WAS","WAS","MIL","","","",""
"17434-20805","SG","Troy","","Daniels","12.966666085379464","21","3500","MEM@ORL","MEM","ORL","","","",""
"17434-9542","PF","Luis","","Scola","11.515384380634014","26","3500","CHA@BKN","BKN","CHA","","","",""
"17434-20806","SF","Treveon","","Graham","4.233333269755046","6","3500","CHA@BKN","CHA","BKN","","","",""
"17434-16202","C","Rakeem","","Christmas","3.366666793823242","3","3500","IND@CHI","IND","CHI","","","",""
"17434-9547","SF","Mike","","Dunleavy","8.614285423642112","21","3500","CLE@DET","CLE","DET","","","",""
"17434-9549","SG","Brandon","","Rush","4.299999930641868","11","3500","ATL@MIN","MIN","ATL","","","",""
"17434-9553","C","Roy","","Hibbert","12.729166666666666","24","3500","CHA@BKN","CHA","BKN","","","",""
"17434-63826","C","Boban","","Marjanovic","5.441666920979817","12","3500","CLE@DET","DET","CLE","","","",""
"17434-11100","SG","Reggie","","Williams","8.84000015258789","5","3500","DAL@NO","NO","DAL","","","",""
"17434-11104","SF","Alonzo","","Gee","3.7999998728434243","12","3500","DEN@LAC","DEN","LAC","","","",""
"17434-16230","SG","Jordan","","McRae","6.527777777777778","18","3500","CLE@DET","CLE","DET","","","",""
"17434-9580","PF","Darrell","","Arthur","8.25","14","3500","DEN@LAC","DEN","LAC","","","",""
"17434-15727","SG","Ben","","McLemore","9.3125","24","3500","PHI@SAC","SAC","PHI","","","",""
"17434-9587","SF","Michael","","Beasley","14.091304613196332","23","3500","MIL@WAS","MIL","WAS","GTD","Foot","",""
"17434-40819","PF","Jarell","","Martin","10.574193154611896","31","3500","MEM@ORL","MEM","ORL","","","",""
"17434-74101","PG","Bobby","","Brown","0.5666666825612386","6","3500","PHO@HOU","HOU","PHO","","","",""
"17434-16246","SG","Sheldon","","McClellan","8.200000339084202","9","3500","MIL@WAS","WAS","MIL","","","",""
"17434-9605","PG","Ramon","","Sessions","12.646666463216146","30","3500","CHA@BKN","CHA","BKN","","","",""
"17434-9606","SF","Corey","","Brewer","7.7645160305884575","31","3500","PHO@HOU","HOU","PHO","","","",""
"17434-9613","PG","Devin","","Harris","8.335714067731585","14","3500","DAL@NO","DAL","NO","","","",""
"17434-66455","PF","Henry","","Ellenson","2.512500047683716","8","3500","CLE@DET","DET","CLE","","","",""
"17434-15767","PF","Kyle","","Wiltjer","2.3333333333333335","6","3500","PHO@HOU","HOU","PHO","","","",""
"17434-66966","C","Stephen","","Zimmerman Jr.","2.6499999364217124","6","3500","MEM@ORL","ORL","MEM","","","",""
"17434-66968","SF","Derrick","","Jones Jr.","1.5","2","3500","PHO@HOU","PHO","HOU","","","",""
"17434-15788","C","Justin","","Hamilton","14.59999974568685","24","3500","CHA@BKN","BKN","CHA","","","",""
"17434-9648","SF","Jeff","","Green","15.096774193548388","31","3500","MEM@ORL","ORL","MEM","","","",""
"17434-9654","SF","Vince","","Carter","16.74800048828125","25","3500","MEM@ORL","MEM","ORL","","","",""
"17434-9659","PF","Brandon","","Bass","6.599999904632568","16","3500","DEN@LAC","LAC","DEN","","","",""
"17434-9669","PF","Jason","","Smith","7.170370596426505","27","3500","MIL@WAS","WAS","MIL","","","",""
"17434-9674","SG","Leandro","","Barbosa","10.306896341258081","29","3500","PHO@HOU","PHO","HOU","","","",""
"17434-16331","C","Festus","","Ezeli","16.91304347826087","46","3500","TOR@POR","POR","TOR","O","Knee","",""
"17434-9677","PF","Jared","","Dudley","15.758620689655173","29","3500","PHO@HOU","PHO","HOU","","","",""
"17434-16335","SG","John","","Jenkins","2.424999952316284","4","3500","PHO@HOU","PHO","HOU","","","",""
"17434-16348","SG","Darrun","","Hilliard","6.605263157894737","19","3500","CLE@DET","DET","CLE","","","",""
"17434-9693","PG","Beno","","Udrih","12.97499974568685","24","3500","CLE@DET","DET","CLE","","","",""
"17434-24546","SG","Denzel","","Valentine","5.709999847412109","20","3500","IND@CHI","CHI","IND","","","",""
"17434-15843","PG","Trey","","Burke","7.247999877929687","25","3500","MIL@WAS","WAS","MIL","","","",""
"17434-9700","C","Spencer","","Hawes","14.80000027743253","22","3500","CHA@BKN","CHA","BKN","","","",""
"17434-9706","SF","Richard","","Jefferson","9.37586185849946","29","3500","CLE@DET","CLE","DET","","","",""
"17434-58350","SF","Stanley","","Johnson","9.167857578822545","28","3500","CLE@DET","DET","CLE","","","",""
"17434-16368","SF","Mike","","Scott","8.516666412353516","6","3500","ATL@MIN","ATL","MIN","","","",""
"17434-63478","C","Cristiano","","Felicio","9.819047473725819","21","3500","IND@CHI","CHI","IND","","","",""
"17434-15864","PF","Adreian","","Payne","9.100000169542101","9","3500","ATL@MIN","MIN","ATL","","","",""
"17434-42488","PF","Arinze","","Onuaku","1.7600000381469727","5","3500","MEM@ORL","ORL","MEM","","","",""
